Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,101,11913.0
,,,,,,,102,12890.0
,,,,,,,103,14747.0
,,,,,,,104,15835.0
,,,,,,,105,15951.0
,,,,,,,106,16021.0
,,,,,,,107,15949.0
,,,,,,,108,15726.0
,,,,,,,109,15531.0
,,,,,,,110,15455.0
,,,,,,,111,15333.0
,,,,,,,112,15432.0
,,,,,,,113,16412.0
,,,,,,,114,17485.0
,,,,,,,115,17422.0
,,,,,,,116,17026.0
,,,,,,,117,16390.0
,,,,,,,118,15340.0
,,,,,,,119,13927.0
,,,,,,,120,12708.0
,,,,,,,121,11909.0
,,,,,,,122,11476.0
,,,,,,,123,11254.0
,,,,,,,124,11199.0
,,,,,,,125,11472.0
,,,,,,,126,12442.0
,,,,,,,127,14265.0
,,,,,,,128,15358.0
,,,,,,,129,15484.0
,,,,,,,130,15500.0
,,,,,,,131,15432.0
,,,,,,,132,15203.0
,,,,,,,133,14952.0
,,,,,,,134,14820.0
,,,,,,,135,14614.0
,,,,,,,136,14685.0
,,,,,,,137,15541.0
,,,,,,,138,16362.0
,,,,,,,139,16100.0
,,,,,,,140,15635.0
,,,,,,,141,15017.0
,,,,,,,142,14212.0
,,,,,,,143,13116.0
,,,,,,,144,11990.0
,,,,,,,145,11119.0
,,,,,,,146,10636.0
,,,,,,,147,10373.0
,,,,,,,148,10268.0
,,,,,,,149,10370.0
,,,,,,,150,10765.0
,,,,,,,151,11478.0
,,,,,,,152,12230.0
,,,,,,,153,13001.0
,,,,,,,154,13466.0
,,,,,,,155,13597.0
,,,,,,,156,13488.0
,,,,,,,157,13240.0
,,,,,,,158,12960.0
,,,,,,,159,12764.0
,,,,,,,160,12899.0
,,,,,,,161,13844.0
,,,,,,,162,14791.0
,,,,,,,163,14618.0
,,,,,,,164,14149.0
,,,,,,,165,13704.0
,,,,,,,166,13063.0
,,,,,,,167,12224.0
,,,,,,,168,11302.0
,,,,,,,169,12458.0
,,,,,,,170,11981.0
,,,,,,,171,11788.0
,,,,,,,172,11765.0
,,,,,,,173,11896.0
,,,,,,,174,12228.0
,,,,,,,175,12800.0
,,,,,,,176,13417.0
,,,,,,,177,14289.0
,,,,,,,178,14944.0
,,,,,,,179,15302.0
,,,,,,,180,15422.0
,,,,,,,181,15410.0
,,,,,,,182,15254.0
,,,,,,,183,15160.0
,,,,,,,184,15281.0
,,,,,,,185,16271.0
,,,,,,,186,17565.0
,,,,,,,187,17586.0
,,,,,,,188,17098.0
,,,,,,,189,16608.0
,,,,,,,190,15781.0
,,,,,,,191,14792.0
,,,,,,,192,13802.0
,,,,,,,193,13108.0
,,,,,,,194,12744.0
,,,,,,,195,12598.0
,,,,,,,196,12604.0
,,,,,,,197,12895.0
,,,,,,,198,13656.0
,,,,,,,199,14913.0
,,,,,,,200,15839.0
,,,,,,,201,16476.0
,,,,,,,202,16832.0
,,,,,,,203,16968.0
,,,,,,,204,16833.0
,,,,,,,205,16562.0
,,,,,,,206,16374.0
,,,,,,,207,16167.0
,,,,,,,208,16199.0
,,,,,,,209,17023.0
,,,,,,,210,18122.0
,,,,,,,211,17922.0
,,,,,,,212,17380.0
,,,,,,,213,16590.0
,,,,,,,214,15454.0
,,,,,,,215,14092.0
,,,,,,,216,12838.0
,,,,,,,217,11975.0
,,,,,,,218,11489.0
,,,,,,,219,11270.0
,,,,,,,220,11212.0
,,,,,,,221,11495.0
,,,,,,,222,12471.0
,,,,,,,223,14244.0
,,,,,,,224,15283.0
,,,,,,,225,15437.0
,,,,,,,226,15442.0
,,,,,,,227,15432.0
,,,,,,,228,15372.0
,,,,,,,229,15291.0
,,,,,,,230,15273.0
,,,,,,,231,15221.0
,,,,,,,232,15368.0
,,,,,,,233,16221.0
,,,,,,,234,17049.0
,,,,,,,235,16811.0
,,,,,,,236,16305.0
,,,,,,,237,15551.0
,,,,,,,238,14425.0
,,,,,,,239,13021.0
,,,,,,,240,11759.0
,,,,,,,241,10910.0
,,,,,,,242,10476.0
,,,,,,,243,10252.0
,,,,,,,244,10226.0
,,,,,,,245,10562.0
,,,,,,,246,11652.0
,,,,,,,247,13652.0
,,,,,,,248,14698.0
,,,,,,,249,14807.0
,,,,,,,250,14897.0
,,,,,,,251,15012.0
,,,,,,,252,15020.0
,,,,,,,253,14951.0
,,,,,,,254,14934.0
,,,,,,,255,14862.0
,,,,,,,256,14987.0
,,,,,,,257,15879.0
,,,,,,,258,17379.0
,,,,,,,259,17506.0
,,,,,,,260,17201.0
,,,,,,,261,16609.0
,,,,,,,262,15606.0
,,,,,,,263,14327.0
,,,,,,,264,13151.0
,,,,,,,265,12419.0
,,,,,,,266,12069.0
,,,,,,,267,11924.0
,,,,,,,268,11951.0
,,,,,,,269,12330.0
,,,,,,,270,13432.0
,,,,,,,271,15441.0
,,,,,,,272,16495.0
,,,,,,,273,16541.0
,,,,,,,274,16458.0
,,,,,,,275,16368.0
,,,,,,,276,16164.0
,,,,,,,277,15911.0
,,,,,,,278,15752.0
,,,,,,,279,15565.0
,,,,,,,280,15672.0
,,,,,,,281,16462.0
,,,,,,,282,17564.0
,,,,,,,283,17532.0
,,,,,,,284,17230.0
,,,,,,,285,16538.0
,,,,,,,286,15449.0
,,,,,,,287,14077.0
,,,,,,,288,12834.0
,,,,,,,289,11993.0
,,,,,,,290,11519.0
,,,,,,,291,11299.0
,,,,,,,292,11252.0
,,,,,,,293,11592.0
,,,,,,,294,12607.0
,,,,,,,295,14487.0
,,,,,,,296,15486.0
,,,,,,,297,15598.0
,,,,,,,298,15644.0
,,,,,,,299,15688.0
,,,,,,,300,15624.0
,,,,,,,301,15449.0
,,,,,,,302,15337.0
,,,,,,,303,15152.0
,,,,,,,304,15178.0
,,,,,,,305,15852.0
,,,,,,,306,17100.0
,,,,,,,307,17034.0
,,,,,,,308,16616.0
,,,,,,,309,16075.0
,,,,,,,310,15301.0
,,,,,,,311,14246.0
,,,,,,,312,13142.0
,,,,,,,313,12357.0
,,,,,,,314,11915.0
,,,,,,,315,11645.0
,,,,,,,316,11540.0
,,,,,,,317,11639.0
,,,,,,,318,12016.0
,,,,,,,319,12759.0
,,,,,,,320,13644.0
,,,,,,,321,14632.0
,,,,,,,322,15491.0
,,,,,,,323,16021.0
,,,,,,,324,16247.0
,,,,,,,325,16246.0
,,,,,,,326,16039.0
,,,,,,,327,15778.0
,,,,,,,328,15666.0
,,,,,,,329,16265.0
,,,,,,,330,17292.0
,,,,,,,331,17114.0
,,,,,,,332,16521.0
,,,,,,,333,15910.0
,,,,,,,334,15120.0
,,,,,,,335,14150.0
,,,,,,,336,13200.0
,,,,,,,337,9979.0
,,,,,,,338,9570.0
,,,,,,,339,9416.0
,,,,,,,340,9437.0
,,,,,,,341,9718.0
,,,,,,,342,10728.0
,,,,,,,343,12633.0
,,,,,,,344,13736.0
,,,,,,,345,13885.0
,,,,,,,346,13831.0
,,,,,,,347,13878.0
,,,,,,,348,13847.0
,,,,,,,349,13704.0
,,,,,,,350,13615.0
,,,,,,,351,13406.0
,,,,,,,352,13213.0
,,,,,,,353,13161.0
,,,,,,,354,13333.0
,,,,,,,355,13780.0
,,,,,,,356,14504.0
,,,,,,,357,14070.0
,,,,,,,358,13052.0
,,,,,,,359,11741.0
,,,,,,,360,10528.0
,,,,,,,361,9702.0
,,,,,,,362,9229.0
,,,,,,,363,9004.0
,,,,,,,364,8951.0
,,,,,,,365,9188.0
,,,,,,,366,10087.0
,,,,,,,367,11929.0
,,,,,,,368,13166.0
,,,,,,,369,13504.0
,,,,,,,370,13632.0
,,,,,,,371,13724.0
,,,,,,,372,13742.0
,,,,,,,373,13665.0
,,,,,,,374,13641.0
,,,,,,,375,13501.0
,,,,,,,376,13366.0
,,,,,,,377,13376.0
,,,,,,,378,13524.0
,,,,,,,379,13736.0
,,,,,,,380,14401.0
,,,,,,,381,14006.0
,,,,,,,382,13006.0
,,,,,,,383,11658.0
,,,,,,,384,10416.0
,,,,,,,385,9584.0
,,,,,,,386,9135.0
,,,,,,,387,8906.0
,,,,,,,388,8897.0
,,,,,,,389,9107.0
,,,,,,,390,10028.0
,,,,,,,391,11888.0
,,,,,,,392,13034.0
,,,,,,,393,13300.0
,,,,,,,394,13456.0
,,,,,,,395,13579.0
,,,,,,,396,13602.0
,,,,,,,397,13479.0
,,,,,,,398,13451.0
,,,,,,,399,13307.0
,,,,,,,400,13204.0
,,,,,,,401,13304.0
,,,,,,,402,13618.0
,,,,,,,403,13948.0
,,,,,,,404,14459.0
,,,,,,,405,14089.0
,,,,,,,406,13154.0
,,,,,,,407,11846.0
,,,,,,,408,10646.0
,,,,,,,409,9876.0
,,,,,,,410,9450.0
,,,,,,,411,9242.0
,,,,,,,412,9226.0
,,,,,,,413,9484.0
,,,,,,,414,10452.0
,,,,,,,415,12366.0
,,,,,,,416,13578.0
,,,,,,,417,13857.0
,,,,,,,418,13984.0
,,,,,,,419,14096.0
,,,,,,,420,14034.0
,,,,,,,421,13859.0
,,,,,,,422,13740.0
,,,,,,,423,13486.0
,,,,,,,424,13352.0
,,,,,,,425,13445.0
,,,,,,,426,13785.0
,,,,,,,427,14239.0
,,,,,,,428,14828.0
,,,,,,,429,14449.0
,,,,,,,430,13582.0
,,,,,,,431,12289.0
,,,,,,,432,11074.0
,,,,,,,433,10258.0
,,,,,,,434,9800.0
,,,,,,,435,9605.0
,,,,,,,436,9554.0
,,,,,,,437,9797.0
,,,,,,,438,10724.0
,,,,,,,439,12543.0
,,,,,,,440,13670.0
,,,,,,,441,14017.0
,,,,,,,442,14196.0
,,,,,,,443,14357.0
,,,,,,,444,14381.0
,,,,,,,445,14278.0
,,,,,,,446,14220.0
,,,,,,,447,14046.0
,,,,,,,448,13906.0
,,,,,,,449,13869.0
,,,,,,,450,13914.0
,,,,,,,451,14039.0
,,,,,,,452,14384.0
,,,,,,,453,13995.0
,,,,,,,454,13269.0
,,,,,,,455,12233.0
,,,,,,,456,11115.0
,,,,,,,457,10252.0
,,,,,,,458,9724.0
,,,,,,,459,9450.0
,,,,,,,460,9321.0
,,,,,,,461,9382.0
,,,,,,,462,9712.0
,,,,,,,463,10376.0
,,,,,,,464,11140.0
,,,,,,,465,12082.0
,,,,,,,466,12717.0
,,,,,,,467,13010.0
,,,,,,,468,12972.0
,,,,,,,469,12740.0
,,,,,,,470,12441.0
,,,,,,,471,12134.0
,,,,,,,472,11878.0
,,,,,,,473,11823.0
,,,,,,,474,11871.0
,,,,,,,475,12097.0
,,,,,,,476,12883.0
,,,,,,,477,12784.0
,,,,,,,478,12241.0
,,,,,,,479,11451.0
,,,,,,,480,10565.0
,,,,,,,481,9847.0
,,,,,,,482,9407.0
,,,,,,,483,9179.0
,,,,,,,484,9062.0
,,,,,,,485,9092.0
,,,,,,,486,9321.0
,,,,,,,487,9779.0
,,,,,,,488,10306.0
,,,,,,,489,11104.0
,,,,,,,490,11755.0
,,,,,,,491,12030.0
,,,,,,,492,12081.0
,,,,,,,493,11954.0
,,,,,,,494,11726.0
,,,,,,,495,11531.0
,,,,,,,496,11422.0
,,,,,,,497,11572.0
,,,,,,,498,11864.0
,,,,,,,499,12248.0
,,,,,,,500,13251.0
,,,,,,,501,13071.0
,,,,,,,502,12169.0
,,,,,,,503,11016.0
,,,,,,,504,9966.0
,,,,,,,505,9355.0
,,,,,,,506,9042.0
,,,,,,,507,8926.0
,,,,,,,508,8932.0
,,,,,,,509,9258.0
,,,,,,,510,10292.0
,,,,,,,511,11981.0
,,,,,,,512,13117.0
,,,,,,,513,13520.0
,,,,,,,514,13689.0
,,,,,,,515,13843.0
,,,,,,,516,13844.0
,,,,,,,517,13732.0
,,,,,,,518,13629.0
,,,,,,,519,13408.0
,,,,,,,520,13255.0
,,,,,,,521,13257.0
,,,,,,,522,13412.0
,,,,,,,523,13544.0
,,,,,,,524,14116.0
,,,,,,,525,14140.0
,,,,,,,526,13160.0
,,,,,,,527,11819.0
,,,,,,,528,10573.0
,,,,,,,529,9824.0
,,,,,,,530,9447.0
,,,,,,,531,9275.0
,,,,,,,532,9261.0
,,,,,,,533,9580.0
,,,,,,,534,10575.0
,,,,,,,535,12217.0
,,,,,,,536,13246.0
,,,,,,,537,13452.0
,,,,,,,538,13538.0
,,,,,,,539,13627.0
,,,,,,,540,13594.0
,,,,,,,541,13513.0
,,,,,,,542,13479.0
,,,,,,,543,13297.0
,,,,,,,544,13141.0
,,,,,,,545,13163.0
,,,,,,,546,13268.0
,,,,,,,547,13359.0
,,,,,,,548,13951.0
,,,,,,,549,14004.0
,,,,,,,550,13046.0
,,,,,,,551,11702.0
,,,,,,,552,10489.0
,,,,,,,553,9741.0
,,,,,,,554,9354.0
,,,,,,,555,9182.0
,,,,,,,556,9182.0
,,,,,,,557,9488.0
,,,,,,,558,10483.0
,,,,,,,559,12145.0
,,,,,,,560,13257.0
,,,,,,,561,13536.0
,,,,,,,562,13583.0
,,,,,,,563,13647.0
,,,,,,,564,13611.0
,,,,,,,565,13475.0
,,,,,,,566,13413.0
,,,,,,,567,13255.0
,,,,,,,568,13117.0
,,,,,,,569,13150.0
,,,,,,,570,13291.0
,,,,,,,571,13426.0
,,,,,,,572,14026.0
,,,,,,,573,14025.0
,,,,,,,574,13093.0
,,,,,,,575,11784.0
,,,,,,,576,10587.0
,,,,,,,577,9808.0
,,,,,,,578,9399.0
,,,,,,,579,9212.0
,,,,,,,580,9207.0
,,,,,,,581,9493.0
,,,,,,,582,10499.0
,,,,,,,583,12136.0
,,,,,,,584,13192.0
,,,,,,,585,13461.0
,,,,,,,586,13540.0
,,,,,,,587,13586.0
,,,,,,,588,13597.0
,,,,,,,589,13544.0
,,,,,,,590,13530.0
,,,,,,,591,13367.0
,,,,,,,592,13242.0
,,,,,,,593,13282.0
,,,,,,,594,13438.0
,,,,,,,595,13479.0
,,,,,,,596,13967.0
,,,,,,,597,14039.0
,,,,,,,598,13185.0
,,,,,,,599,11917.0
,,,,,,,600,10703.0
,,,,,,,601,9941.0
,,,,,,,602,9561.0
,,,,,,,603,9378.0
,,,,,,,604,9379.0
,,,,,,,605,9671.0
,,,,,,,606,10637.0
,,,,,,,607,12210.0
,,,,,,,608,13232.0
,,,,,,,609,13433.0
,,,,,,,610,13504.0
,,,,,,,611,13567.0
,,,,,,,612,13479.0
,,,,,,,613,13325.0
,,,,,,,614,13237.0
,,,,,,,615,13034.0
,,,,,,,616,12799.0
,,,,,,,617,12697.0
,,,,,,,618,12626.0
,,,,,,,619,12520.0
,,,,,,,620,12946.0
,,,,,,,621,13195.0
,,,,,,,622,12509.0
,,,,,,,623,11485.0
,,,,,,,624,10380.0
,,,,,,,625,9605.0
,,,,,,,626,9153.0
,,,,,,,627,8896.0
,,,,,,,628,8842.0
,,,,,,,629,8941.0
,,,,,,,630,9325.0
,,,,,,,631,9817.0
,,,,,,,632,10702.0
,,,,,,,633,11487.0
,,,,,,,634,11969.0
,,,,,,,635,12159.0
,,,,,,,636,12109.0
,,,,,,,637,11931.0
,,,,,,,638,11711.0
,,,,,,,639,11519.0
,,,,,,,640,11451.0
,,,,,,,641,11497.0
,,,,,,,642,11641.0
,,,,,,,643,11711.0
,,,,,,,644,12162.0
,,,,,,,645,12371.0
,,,,,,,646,11763.0
,,,,,,,647,10854.0
,,,,,,,648,9941.0
,,,,,,,649,9213.0
,,,,,,,650,8755.0
,,,,,,,651,8487.0
,,,,,,,652,8382.0
,,,,,,,653,8402.0
,,,,,,,654,8598.0
,,,,,,,655,8876.0
,,,,,,,656,9539.0
,,,,,,,657,10451.0
,,,,,,,658,11148.0
,,,,,,,659,11515.0
,,,,,,,660,11721.0
,,,,,,,661,11765.0
,,,,,,,662,11678.0
,,,,,,,663,11606.0
,,,,,,,664,11630.0
,,,,,,,665,11818.0
,,,,,,,666,12094.0
,,,,,,,667,12201.0
,,,,,,,668,12644.0
,,,,,,,669,12843.0
,,,,,,,670,12110.0
,,,,,,,671,11088.0
,,,,,,,672,10111.0
,,,,,,,673,10235.0
,,,,,,,674,9697.0
,,,,,,,675,9430.0
,,,,,,,676,9349.0
,,,,,,,677,9557.0
,,,,,,,678,10243.0
,,,,,,,679,11870.0
,,,,,,,680,13336.0
,,,,,,,681,14125.0
,,,,,,,682,14677.0
,,,,,,,683,15106.0
,,,,,,,684,15370.0
,,,,,,,685,15515.0
,,,,,,,686,15656.0
,,,,,,,687,15658.0
,,,,,,,688,15667.0
,,,,,,,689,15684.0
,,,,,,,690,15547.0
,,,,,,,691,15119.0
,,,,,,,692,14771.0
,,,,,,,693,14842.0
,,,,,,,694,14288.0
,,,,,,,695,12797.0
,,,,,,,696,11363.0
,,,,,,,697,10434.0
,,,,,,,698,9866.0
,,,,,,,699,9599.0
,,,,,,,700,9493.0
,,,,,,,701,9726.0
,,,,,,,702,10380.0
,,,,,,,703,12020.0
,,,,,,,704,13464.0
,,,,,,,705,14228.0
,,,,,,,706,14705.0
,,,,,,,707,15110.0
,,,,,,,708,15328.0
,,,,,,,709,15427.0
,,,,,,,710,15608.0
,,,,,,,711,15570.0
,,,,,,,712,15487.0
,,,,,,,713,15454.0
,,,,,,,714,15310.0
,,,,,,,715,15002.0
,,,,,,,716,14807.0
,,,,,,,717,14898.0
,,,,,,,718,14245.0
,,,,,,,719,12839.0
,,,,,,,720,11498.0
,,,,,,,721,10605.0
,,,,,,,722,10097.0
,,,,,,,723,9823.0
,,,,,,,724,9735.0
,,,,,,,725,9928.0
,,,,,,,726,10692.0
,,,,,,,727,12262.0
,,,,,,,728,13731.0
,,,,,,,729,14423.0
,,,,,,,730,14818.0
,,,,,,,731,15123.0
,,,,,,,732,15260.0
,,,,,,,733,15240.0
,,,,,,,734,15271.0
,,,,,,,735,15156.0
,,,,,,,736,15041.0
,,,,,,,737,15071.0
,,,,,,,738,15060.0
,,,,,,,739,14831.0
,,,,,,,740,14603.0
,,,,,,,741,14632.0
,,,,,,,742,14183.0
,,,,,,,743,12825.0
,,,,,,,744,11458.0
,,,,,,,745,10511.0
,,,,,,,746,9958.0
,,,,,,,747,9615.0
,,,,,,,748,9509.0
,,,,,,,749,9689.0
,,,,,,,750,10367.0
,,,,,,,751,11921.0
,,,,,,,752,13358.0
,,,,,,,753,14104.0
,,,,,,,754,14535.0
,,,,,,,755,14885.0
,,,,,,,756,15036.0
,,,,,,,757,15089.0
,,,,,,,758,15207.0
,,,,,,,759,15245.0
,,,,,,,760,15260.0
,,,,,,,761,15282.0
,,,,,,,762,15167.0
,,,,,,,763,14812.0
,,,,,,,764,14475.0
,,,,,,,765,14512.0
,,,,,,,766,14208.0
,,,,,,,767,12823.0
,,,,,,,768,11406.0
,,,,,,,769,10407.0
,,,,,,,770,9782.0
,,,,,,,771,9451.0
,,,,,,,772,9331.0
,,,,,,,773,9487.0
,,,,,,,774,10030.0
,,,,,,,775,11540.0
,,,,,,,776,13001.0
,,,,,,,777,13889.0
,,,,,,,778,14470.0
,,,,,,,779,14907.0
,,,,,,,780,15116.0
,,,,,,,781,15179.0
,,,,,,,782,15303.0
,,,,,,,783,15303.0
,,,,,,,784,15266.0
,,,,,,,785,15230.0
,,,,,,,786,15009.0
,,,,,,,787,14543.0
,,,,,,,788,14102.0
,,,,,,,789,14025.0
,,,,,,,790,13765.0
,,,,,,,791,12591.0
,,,,,,,792,11295.0
,,,,,,,793,10281.0
,,,,,,,794,9671.0
,,,,,,,795,9328.0
,,,,,,,796,9138.0
,,,,,,,797,9093.0
,,,,,,,798,9104.0
,,,,,,,799,9733.0
,,,,,,,800,10825.0
,,,,,,,801,11994.0
,,,,,,,802,12789.0
,,,,,,,803,13216.0
,,,,,,,804,13370.0
,,,,,,,805,13368.0
,,,,,,,806,13247.0
,,,,,,,807,13137.0
,,,,,,,808,13109.0
,,,,,,,809,13150.0
,,,,,,,810,13182.0
,,,,,,,811,13020.0
,,,,,,,812,12776.0
,,,,,,,813,12870.0
,,,,,,,814,12730.0
,,,,,,,815,11825.0
,,,,,,,816,10722.0
,,,,,,,817,9857.0
,,,,,,,818,9314.0
,,,,,,,819,8990.0
,,,,,,,820,8799.0
,,,,,,,821,8760.0
,,,,,,,822,8690.0
,,,,,,,823,9024.0
,,,,,,,824,9836.0
,,,,,,,825,10869.0
,,,,,,,826,11659.0
,,,,,,,827,12142.0
,,,,,,,828,12419.0
,,,,,,,829,12536.0
,,,,,,,830,12472.0
,,,,,,,831,12433.0
,,,,,,,832,12472.0
,,,,,,,833,12619.0
,,,,,,,834,12772.0
,,,,,,,835,12740.0
,,,,,,,836,12639.0
,,,,,,,837,12894.0
,,,,,,,838,12734.0
,,,,,,,839,11634.0
,,,,,,,840,10455.0
,,,,,,,841,12933.0
,,,,,,,842,12055.0
,,,,,,,843,11500.0
,,,,,,,844,11189.0
,,,,,,,845,11220.0
,,,,,,,846,11625.0
,,,,,,,847,12941.0
,,,,,,,848,14528.0
,,,,,,,849,15631.0
,,,,,,,850,16509.0
,,,,,,,851,17208.0
,,,,,,,852,17677.0
,,,,,,,853,18014.0
,,,,,,,854,18377.0
,,,,,,,855,18592.0
,,,,,,,856,18724.0
,,,,,,,857,18844.0
,,,,,,,858,18774.0
,,,,,,,859,18258.0
,,,,,,,860,17558.0
,,,,,,,861,17179.0
,,,,,,,862,16567.0
,,,,,,,863,14944.0
,,,,,,,864,13291.0
,,,,,,,865,12088.0
,,,,,,,866,11332.0
,,,,,,,867,10850.0
,,,,,,,868,10627.0
,,,,,,,869,10693.0
,,,,,,,870,11095.0
,,,,,,,871,12417.0
,,,,,,,872,13994.0
,,,,,,,873,15112.0
,,,,,,,874,15980.0
,,,,,,,875,16735.0
,,,,,,,876,17238.0
,,,,,,,877,17598.0
,,,,,,,878,18027.0
,,,,,,,879,18362.0
,,,,,,,880,18608.0
,,,,,,,881,18769.0
,,,,,,,882,18682.0
,,,,,,,883,18223.0
,,,,,,,884,17555.0
,,,,,,,885,17270.0
,,,,,,,886,16791.0
,,,,,,,887,15216.0
,,,,,,,888,13614.0
,,,,,,,889,12433.0
,,,,,,,890,11685.0
,,,,,,,891,11231.0
,,,,,,,892,11022.0
,,,,,,,893,11110.0
,,,,,,,894,11577.0
,,,,,,,895,12908.0
,,,,,,,896,14532.0
,,,,,,,897,15762.0
,,,,,,,898,16731.0
,,,,,,,899,17590.0
,,,,,,,900,18283.0
,,,,,,,901,18753.0
,,,,,,,902,19139.0
,,,,,,,903,19340.0
,,,,,,,904,19481.0
,,,,,,,905,19649.0
,,,,,,,906,19605.0
,,,,,,,907,19123.0
,,,,,,,908,18397.0
,,,,,,,909,18042.0
,,,,,,,910,17532.0
,,,,,,,911,15923.0
,,,,,,,912,14231.0
,,,,,,,913,12998.0
,,,,,,,914,12194.0
,,,,,,,915,11656.0
,,,,,,,916,11376.0
,,,,,,,917,11435.0
,,,,,,,918,11903.0
,,,,,,,919,13313.0
,,,,,,,920,14984.0
,,,,,,,921,16284.0
,,,,,,,922,17371.0
,,,,,,,923,18441.0
,,,,,,,924,19279.0
,,,,,,,925,19726.0
,,,,,,,926,20213.0
,,,,,,,927,20545.0
,,,,,,,928,20756.0
,,,,,,,929,20906.0
,,,,,,,930,20735.0
,,,,,,,931,20152.0
,,,,,,,932,19267.0
,,,,,,,933,18845.0
,,,,,,,934,18183.0
,,,,,,,935,16490.0
,,,,,,,936,14749.0
,,,,,,,937,13404.0
,,,,,,,938,12543.0
,,,,,,,939,12016.0
,,,,,,,940,11726.0
,,,,,,,941,11784.0
,,,,,,,942,12260.0
,,,,,,,943,13580.0
,,,,,,,944,15318.0
,,,,,,,945,16724.0
,,,,,,,946,17948.0
,,,,,,,947,19040.0
,,,,,,,948,19903.0
,,,,,,,949,20533.0
,,,,,,,950,21043.0
,,,,,,,951,21224.0
,,,,,,,952,21192.0
,,,,,,,953,21053.0
,,,,,,,954,20582.0
,,,,,,,955,19738.0
,,,,,,,956,18919.0
,,,,,,,957,18609.0
,,,,,,,958,18020.0
,,,,,,,959,16521.0
,,,,,,,960,14943.0
,,,,,,,961,13710.0
,,,,,,,962,12929.0
,,,,,,,963,12414.0
,,,,,,,964,12109.0
,,,,,,,965,12021.0
,,,,,,,966,12166.0
,,,,,,,967,12668.0
,,,,,,,968,13662.0
,,,,,,,969,15004.0
,,,,,,,970,16206.0
,,,,,,,971,17101.0
,,,,,,,972,17831.0
,,,,,,,973,18393.0
,,,,,,,974,18856.0
,,,,,,,975,19304.0
,,,,,,,976,19659.0
,,,,,,,977,19896.0
,,,,,,,978,19920.0
,,,,,,,979,19539.0
,,,,,,,980,18848.0
