Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,,298,14847.0
,,,,,,,,299,15091.0
,,,,,,,,300,15170.0
,,,,,,,,301,15077.0
,,,,,,,,302,15022.0
,,,,,,,,303,14915.0
,,,,,,,,304,14850.0
,,,,,,,,305,15128.0
,,,,,,,,306,15743.0
,,,,,,,,307,15778.0
,,,,,,,,308,15279.0
,,,,,,,,309,14631.0
,,,,,,,,310,13778.0
,,,,,,,,311,12697.0
,,,,,,,,312,11628.0
,,,,,,,,313,10837.0
,,,,,,,,314,10362.0
,,,,,,,,315,10109.0
,,,,,,,,316,10016.0
,,,,,,,,317,10140.0
,,,,,,,,318,10536.0
,,,,,,,,319,11130.0
,,,,,,,,320,11824.0
,,,,,,,,321,12660.0
,,,,,,,,322,13306.0
,,,,,,,,323,13625.0
,,,,,,,,324,13632.0
,,,,,,,,325,13487.0
,,,,,,,,326,13249.0
,,,,,,,,327,13074.0
,,,,,,,,328,13046.0
,,,,,,,,329,13396.0
,,,,,,,,330,14357.0
,,,,,,,,331,15014.0
,,,,,,,,332,14683.0
,,,,,,,,333,14213.0
,,,,,,,,334,13583.0
,,,,,,,,335,12687.0
,,,,,,,,336,11827.0
,,,,,,,,337,9225.0
,,,,,,,,338,8844.0
,,,,,,,,339,8669.0
,,,,,,,,340,8667.0
,,,,,,,,341,8965.0
,,,,,,,,342,9966.0
,,,,,,,,343,11832.0
,,,,,,,,344,12921.0
,,,,,,,,345,13228.0
,,,,,,,,346,13403.0
,,,,,,,,347,13623.0
,,,,,,,,348,13736.0
,,,,,,,,349,13742.0
,,,,,,,,350,13793.0
,,,,,,,,351,13686.0
,,,,,,,,352,13527.0
,,,,,,,,353,13423.0
,,,,,,,,354,13420.0
,,,,,,,,355,13523.0
,,,,,,,,356,14267.0
,,,,,,,,357,13940.0
,,,,,,,,358,12872.0
,,,,,,,,359,11495.0
,,,,,,,,360,10269.0
,,,,,,,,361,9466.0
,,,,,,,,362,9050.0
,,,,,,,,363,8857.0
,,,,,,,,364,8798.0
,,,,,,,,365,9076.0
,,,,,,,,366,10007.0
,,,,,,,,367,11825.0
,,,,,,,,368,12880.0
,,,,,,,,369,13139.0
,,,,,,,,370,13273.0
,,,,,,,,371,13463.0
,,,,,,,,372,13582.0
,,,,,,,,373,13637.0
,,,,,,,,374,13744.0
,,,,,,,,375,13707.0
,,,,,,,,376,13642.0
,,,,,,,,377,13633.0
,,,,,,,,378,13667.0
,,,,,,,,379,13685.0
,,,,,,,,380,14409.0
,,,,,,,,381,14170.0
,,,,,,,,382,13140.0
,,,,,,,,383,11716.0
,,,,,,,,384,10483.0
,,,,,,,,385,9639.0
,,,,,,,,386,9192.0
,,,,,,,,387,8934.0
,,,,,,,,388,8868.0
,,,,,,,,389,9100.0
,,,,,,,,390,9982.0
,,,,,,,,391,11785.0
,,,,,,,,392,12848.0
,,,,,,,,393,13267.0
,,,,,,,,394,13525.0
,,,,,,,,395,13806.0
,,,,,,,,396,13981.0
,,,,,,,,397,14027.0
,,,,,,,,398,14108.0
,,,,,,,,399,14065.0
,,,,,,,,400,13995.0
,,,,,,,,401,13959.0
,,,,,,,,402,13956.0
,,,,,,,,403,13904.0
,,,,,,,,404,14567.0
,,,,,,,,405,14319.0
,,,,,,,,406,13309.0
,,,,,,,,407,11918.0
,,,,,,,,408,10628.0
,,,,,,,,409,9846.0
,,,,,,,,410,9328.0
,,,,,,,,411,9070.0
,,,,,,,,412,8979.0
,,,,,,,,413,9179.0
,,,,,,,,414,10041.0
,,,,,,,,415,11825.0
,,,,,,,,416,12893.0
,,,,,,,,417,13321.0
,,,,,,,,418,13652.0
,,,,,,,,419,13989.0
,,,,,,,,420,14172.0
,,,,,,,,421,14220.0
,,,,,,,,422,14382.0
,,,,,,,,423,14378.0
,,,,,,,,424,14356.0
,,,,,,,,425,14332.0
,,,,,,,,426,14274.0
,,,,,,,,427,14125.0
,,,,,,,,428,14736.0
,,,,,,,,429,14531.0
,,,,,,,,430,13541.0
,,,,,,,,431,12105.0
,,,,,,,,432,10834.0
,,,,,,,,433,10013.0
,,,,,,,,434,9503.0
,,,,,,,,435,9187.0
,,,,,,,,436,9086.0
,,,,,,,,437,9279.0
,,,,,,,,438,10090.0
,,,,,,,,439,11776.0
,,,,,,,,440,12853.0
,,,,,,,,441,13274.0
,,,,,,,,442,13551.0
,,,,,,,,443,13791.0
,,,,,,,,444,13857.0
,,,,,,,,445,13748.0
,,,,,,,,446,13781.0
,,,,,,,,447,13655.0
,,,,,,,,448,13491.0
,,,,,,,,449,13401.0
,,,,,,,,450,13254.0
,,,,,,,,451,12993.0
,,,,,,,,452,13536.0
,,,,,,,,453,13286.0
,,,,,,,,454,12517.0
,,,,,,,,455,11478.0
,,,,,,,,456,10381.0
,,,,,,,,457,9549.0
,,,,,,,,458,9030.0
,,,,,,,,459,8735.0
,,,,,,,,460,8579.0
,,,,,,,,461,8592.0
,,,,,,,,462,8880.0
,,,,,,,,463,9470.0
,,,,,,,,464,10176.0
,,,,,,,,465,11146.0
,,,,,,,,466,11838.0
,,,,,,,,467,12142.0
,,,,,,,,468,12199.0
,,,,,,,,469,12062.0
,,,,,,,,470,11820.0
,,,,,,,,471,11624.0
,,,,,,,,472,11531.0
,,,,,,,,473,11611.0
,,,,,,,,474,11905.0
,,,,,,,,475,12204.0
,,,,,,,,476,12690.0
,,,,,,,,477,12458.0
,,,,,,,,478,11820.0
,,,,,,,,479,10962.0
,,,,,,,,480,10076.0
,,,,,,,,481,9344.0
,,,,,,,,482,8859.0
,,,,,,,,483,8615.0
,,,,,,,,484,8495.0
,,,,,,,,485,8517.0
,,,,,,,,486,8710.0
,,,,,,,,487,9166.0
,,,,,,,,488,9784.0
,,,,,,,,489,10760.0
,,,,,,,,490,11602.0
,,,,,,,,491,12129.0
,,,,,,,,492,12438.0
,,,,,,,,493,12543.0
,,,,,,,,494,12419.0
,,,,,,,,495,12279.0
,,,,,,,,496,12184.0
,,,,,,,,497,12357.0
,,,,,,,,498,12702.0
,,,,,,,,499,12990.0
,,,,,,,,500,13530.0
,,,,,,,,501,13255.0
,,,,,,,,502,12332.0
,,,,,,,,503,11219.0
,,,,,,,,504,10187.0
,,,,,,,,505,9355.0
,,,,,,,,506,9042.0
,,,,,,,,507,8926.0
,,,,,,,,508,8932.0
,,,,,,,,509,9258.0
,,,,,,,,510,10292.0
,,,,,,,,511,11981.0
,,,,,,,,512,13117.0
,,,,,,,,513,13520.0
,,,,,,,,514,13689.0
,,,,,,,,515,13843.0
,,,,,,,,516,13844.0
,,,,,,,,517,13732.0
,,,,,,,,518,13629.0
,,,,,,,,519,13408.0
,,,,,,,,520,13255.0
,,,,,,,,521,13257.0
,,,,,,,,522,13412.0
,,,,,,,,523,13544.0
,,,,,,,,524,14116.0
,,,,,,,,525,14140.0
,,,,,,,,526,13160.0
,,,,,,,,527,11819.0
,,,,,,,,528,10573.0
,,,,,,,,529,9824.0
,,,,,,,,530,9447.0
,,,,,,,,531,9275.0
,,,,,,,,532,9261.0
,,,,,,,,533,9580.0
,,,,,,,,534,10575.0
,,,,,,,,535,12217.0
,,,,,,,,536,13246.0
,,,,,,,,537,13452.0
,,,,,,,,538,13538.0
,,,,,,,,539,13627.0
,,,,,,,,540,13594.0
,,,,,,,,541,13513.0
,,,,,,,,542,13479.0
,,,,,,,,543,13297.0
,,,,,,,,544,13141.0
,,,,,,,,545,13163.0
,,,,,,,,546,13268.0
,,,,,,,,547,13359.0
,,,,,,,,548,13951.0
,,,,,,,,549,14004.0
,,,,,,,,550,13046.0
,,,,,,,,551,11702.0
,,,,,,,,552,10489.0
,,,,,,,,553,9741.0
,,,,,,,,554,9354.0
,,,,,,,,555,9182.0
,,,,,,,,556,9182.0
,,,,,,,,557,9488.0
,,,,,,,,558,10483.0
,,,,,,,,559,12145.0
,,,,,,,,560,13257.0
,,,,,,,,561,13536.0
,,,,,,,,562,13583.0
,,,,,,,,563,13647.0
,,,,,,,,564,13611.0
,,,,,,,,565,13475.0
,,,,,,,,566,13413.0
,,,,,,,,567,13255.0
,,,,,,,,568,13117.0
,,,,,,,,569,13150.0
,,,,,,,,570,13291.0
,,,,,,,,571,13426.0
,,,,,,,,572,14026.0
,,,,,,,,573,14025.0
,,,,,,,,574,13093.0
,,,,,,,,575,11784.0
,,,,,,,,576,10587.0
,,,,,,,,577,9808.0
,,,,,,,,578,9399.0
,,,,,,,,579,9212.0
,,,,,,,,580,9207.0
,,,,,,,,581,9493.0
,,,,,,,,582,10499.0
,,,,,,,,583,12136.0
,,,,,,,,584,13192.0
,,,,,,,,585,13461.0
,,,,,,,,586,13540.0
,,,,,,,,587,13586.0
,,,,,,,,588,13597.0
,,,,,,,,589,13544.0
,,,,,,,,590,13530.0
,,,,,,,,591,13367.0
,,,,,,,,592,13242.0
,,,,,,,,593,13282.0
,,,,,,,,594,13438.0
,,,,,,,,595,13479.0
,,,,,,,,596,13967.0
,,,,,,,,597,14039.0
,,,,,,,,598,13185.0
,,,,,,,,599,11917.0
,,,,,,,,600,10703.0
,,,,,,,,601,9941.0
,,,,,,,,602,9561.0
,,,,,,,,603,9378.0
,,,,,,,,604,9379.0
,,,,,,,,605,9671.0
,,,,,,,,606,10637.0
,,,,,,,,607,12210.0
,,,,,,,,608,13232.0
,,,,,,,,609,13433.0
,,,,,,,,610,13504.0
,,,,,,,,611,13567.0
,,,,,,,,612,13479.0
,,,,,,,,613,13325.0
,,,,,,,,614,13237.0
,,,,,,,,615,13034.0
,,,,,,,,616,12799.0
,,,,,,,,617,12697.0
,,,,,,,,618,12626.0
,,,,,,,,619,12520.0
,,,,,,,,620,12946.0
,,,,,,,,621,13195.0
,,,,,,,,622,12509.0
,,,,,,,,623,11485.0
,,,,,,,,624,10380.0
,,,,,,,,625,9605.0
,,,,,,,,626,9153.0
,,,,,,,,627,8896.0
,,,,,,,,628,8842.0
,,,,,,,,629,8941.0
,,,,,,,,630,9325.0
,,,,,,,,631,9817.0
,,,,,,,,632,10702.0
,,,,,,,,633,11487.0
,,,,,,,,634,11969.0
,,,,,,,,635,12159.0
,,,,,,,,636,12109.0
,,,,,,,,637,11931.0
,,,,,,,,638,11711.0
,,,,,,,,639,11519.0
,,,,,,,,640,11451.0
,,,,,,,,641,11497.0
,,,,,,,,642,11641.0
,,,,,,,,643,11711.0
,,,,,,,,644,12162.0
,,,,,,,,645,12371.0
,,,,,,,,646,11763.0
,,,,,,,,647,10854.0
,,,,,,,,648,9941.0
,,,,,,,,649,9213.0
,,,,,,,,650,8755.0
,,,,,,,,651,8487.0
,,,,,,,,652,8382.0
,,,,,,,,653,8402.0
,,,,,,,,654,8598.0
,,,,,,,,655,8876.0
,,,,,,,,656,9539.0
,,,,,,,,657,10451.0
,,,,,,,,658,11148.0
,,,,,,,,659,11515.0
,,,,,,,,660,11721.0
,,,,,,,,661,11765.0
,,,,,,,,662,11678.0
,,,,,,,,663,11606.0
,,,,,,,,664,11630.0
,,,,,,,,665,11818.0
,,,,,,,,666,12094.0
,,,,,,,,667,12201.0
,,,,,,,,668,12644.0
,,,,,,,,669,12843.0
,,,,,,,,670,12110.0
,,,,,,,,671,11088.0
,,,,,,,,672,10111.0
,,,,,,,,673,10235.0
,,,,,,,,674,9697.0
,,,,,,,,675,9430.0
,,,,,,,,676,9349.0
,,,,,,,,677,9557.0
,,,,,,,,678,10243.0
,,,,,,,,679,11870.0
,,,,,,,,680,13336.0
,,,,,,,,681,14125.0
,,,,,,,,682,14677.0
,,,,,,,,683,15106.0
,,,,,,,,684,15370.0
,,,,,,,,685,15515.0
,,,,,,,,686,15656.0
,,,,,,,,687,15658.0
,,,,,,,,688,15667.0
,,,,,,,,689,15684.0
,,,,,,,,690,15547.0
,,,,,,,,691,15119.0
,,,,,,,,692,14771.0
,,,,,,,,693,14842.0
,,,,,,,,694,14288.0
,,,,,,,,695,12797.0
,,,,,,,,696,11363.0
,,,,,,,,697,10434.0
,,,,,,,,698,9866.0
,,,,,,,,699,9599.0
,,,,,,,,700,9493.0
,,,,,,,,701,9726.0
,,,,,,,,702,10380.0
,,,,,,,,703,12020.0
,,,,,,,,704,13464.0
,,,,,,,,705,14228.0
,,,,,,,,706,14705.0
,,,,,,,,707,15110.0
,,,,,,,,708,15328.0
,,,,,,,,709,15427.0
,,,,,,,,710,15608.0
,,,,,,,,711,15570.0
,,,,,,,,712,15487.0
,,,,,,,,713,15454.0
,,,,,,,,714,15310.0
,,,,,,,,715,15002.0
,,,,,,,,716,14807.0
,,,,,,,,717,14898.0
,,,,,,,,718,14245.0
,,,,,,,,719,12839.0
,,,,,,,,720,11498.0
,,,,,,,,721,10605.0
,,,,,,,,722,10097.0
,,,,,,,,723,9823.0
,,,,,,,,724,9735.0
,,,,,,,,725,9928.0
,,,,,,,,726,10692.0
,,,,,,,,727,12262.0
,,,,,,,,728,13731.0
,,,,,,,,729,14423.0
,,,,,,,,730,14818.0
,,,,,,,,731,15123.0
,,,,,,,,732,15260.0
,,,,,,,,733,15240.0
,,,,,,,,734,15271.0
,,,,,,,,735,15156.0
,,,,,,,,736,15041.0
,,,,,,,,737,15071.0
,,,,,,,,738,15060.0
,,,,,,,,739,14831.0
,,,,,,,,740,14603.0
,,,,,,,,741,14632.0
,,,,,,,,742,14183.0
,,,,,,,,743,12825.0
,,,,,,,,744,11458.0
,,,,,,,,745,10511.0
,,,,,,,,746,9958.0
,,,,,,,,747,9615.0
,,,,,,,,748,9509.0
,,,,,,,,749,9689.0
,,,,,,,,750,10367.0
,,,,,,,,751,11921.0
,,,,,,,,752,13358.0
,,,,,,,,753,14104.0
,,,,,,,,754,14535.0
,,,,,,,,755,14885.0
,,,,,,,,756,15036.0
,,,,,,,,757,15089.0
,,,,,,,,758,15207.0
,,,,,,,,759,15245.0
,,,,,,,,760,15260.0
,,,,,,,,761,15282.0
,,,,,,,,762,15167.0
,,,,,,,,763,14812.0
,,,,,,,,764,14475.0
,,,,,,,,765,14512.0
,,,,,,,,766,14208.0
,,,,,,,,767,12823.0
,,,,,,,,768,11406.0
,,,,,,,,769,10407.0
,,,,,,,,770,9782.0
,,,,,,,,771,9451.0
,,,,,,,,772,9331.0
,,,,,,,,773,9487.0
,,,,,,,,774,10030.0
,,,,,,,,775,11540.0
,,,,,,,,776,13001.0
,,,,,,,,777,13889.0
,,,,,,,,778,14470.0
,,,,,,,,779,14907.0
,,,,,,,,780,15116.0
,,,,,,,,781,15179.0
,,,,,,,,782,15303.0
,,,,,,,,783,15303.0
,,,,,,,,784,15266.0
,,,,,,,,785,15230.0
,,,,,,,,786,15009.0
,,,,,,,,787,14543.0
,,,,,,,,788,14102.0
,,,,,,,,789,14025.0
,,,,,,,,790,13765.0
,,,,,,,,791,12591.0
,,,,,,,,792,11295.0
,,,,,,,,793,10281.0
,,,,,,,,794,9671.0
,,,,,,,,795,9328.0
,,,,,,,,796,9138.0
,,,,,,,,797,9093.0
,,,,,,,,798,9104.0
,,,,,,,,799,9733.0
,,,,,,,,800,10825.0
,,,,,,,,801,11994.0
,,,,,,,,802,12789.0
,,,,,,,,803,13216.0
,,,,,,,,804,13370.0
,,,,,,,,805,13368.0
,,,,,,,,806,13247.0
,,,,,,,,807,13137.0
,,,,,,,,808,13109.0
,,,,,,,,809,13150.0
,,,,,,,,810,13182.0
,,,,,,,,811,13020.0
,,,,,,,,812,12776.0
,,,,,,,,813,12870.0
,,,,,,,,814,12730.0
,,,,,,,,815,11825.0
,,,,,,,,816,10722.0
,,,,,,,,817,9857.0
,,,,,,,,818,9314.0
,,,,,,,,819,8990.0
,,,,,,,,820,8799.0
,,,,,,,,821,8760.0
,,,,,,,,822,8690.0
,,,,,,,,823,9024.0
,,,,,,,,824,9836.0
,,,,,,,,825,10869.0
,,,,,,,,826,11659.0
,,,,,,,,827,12142.0
,,,,,,,,828,12419.0
,,,,,,,,829,12536.0
,,,,,,,,830,12472.0
,,,,,,,,831,12433.0
,,,,,,,,832,12472.0
,,,,,,,,833,12619.0
,,,,,,,,834,12772.0
,,,,,,,,835,12740.0
,,,,,,,,836,12639.0
,,,,,,,,837,12894.0
,,,,,,,,838,12734.0
,,,,,,,,839,11634.0
,,,,,,,,840,10455.0
,,,,,,,,841,14170.0
,,,,,,,,842,13491.0
,,,,,,,,843,13056.0
,,,,,,,,844,12827.0
,,,,,,,,845,12915.0
,,,,,,,,846,13504.0
,,,,,,,,847,14917.0
,,,,,,,,848,16790.0
,,,,,,,,849,18245.0
,,,,,,,,850,19414.0
,,,,,,,,851,20442.0
,,,,,,,,852,21270.0
,,,,,,,,853,21907.0
,,,,,,,,854,22457.0
,,,,,,,,855,22574.0
,,,,,,,,856,22619.0
,,,,,,,,857,22576.0
,,,,,,,,858,22409.0
,,,,,,,,859,21887.0
,,,,,,,,860,21200.0
,,,,,,,,861,20931.0
,,,,,,,,862,20099.0
,,,,,,,,863,18179.0
,,,,,,,,864,16280.0
,,,,,,,,865,14935.0
,,,,,,,,866,14062.0
,,,,,,,,867,13498.0
,,,,,,,,868,13146.0
,,,,,,,,869,13178.0
,,,,,,,,870,13712.0
,,,,,,,,871,15192.0
,,,,,,,,872,17114.0
,,,,,,,,873,18656.0
,,,,,,,,874,20020.0
,,,,,,,,875,21201.0
,,,,,,,,876,22009.0
,,,,,,,,877,22567.0
,,,,,,,,878,23070.0
,,,,,,,,879,23388.0
,,,,,,,,880,23629.0
,,,,,,,,881,23770.0
,,,,,,,,882,23575.0
,,,,,,,,883,23034.0
,,,,,,,,884,22325.0
,,,,,,,,885,21921.0
,,,,,,,,886,21122.0
,,,,,,,,887,19311.0
,,,,,,,,888,17514.0
,,,,,,,,889,16250.0
,,,,,,,,890,15465.0
,,,,,,,,891,14968.0
,,,,,,,,892,14669.0
,,,,,,,,893,14653.0
,,,,,,,,894,15166.0
,,,,,,,,895,16509.0
,,,,,,,,896,18482.0
,,,,,,,,897,19867.0
,,,,,,,,898,20982.0
,,,,,,,,899,22131.0
,,,,,,,,900,23007.0
,,,,,,,,901,23558.0
,,,,,,,,902,23575.0
,,,,,,,,903,23022.0
,,,,,,,,904,21947.0
,,,,,,,,905,21132.0
,,,,,,,,906,20783.0
,,,,,,,,907,20254.0
,,,,,,,,908,19748.0
,,,,,,,,909,19598.0
,,,,,,,,910,18960.0
,,,,,,,,911,17351.0
,,,,,,,,912,15670.0
